1,88,2555.956614
1,293,2600.242723
1,653,2965.653026
1,735,2565.514071
2,626,2560.972159
3,12,3319.755555
3,30,2393.707623
4,319,2655.751138
4,435,2822.938294
4,685,2668.694709
5,309,2599.151369
5,586,2639.181946
6,450,2654.510907
6,530,1766.057112
7,321,2226.091474
7,334,2231.482121
7,713,2912.742866
8,92,2338.774329
8,149,2511.901275
8,189,2486.515152
8,690,2379.936139
8,714,2534.760807
8,735,2380.044124
9,30,3108.432746
10,76,2876.494091
10,316,2453.700187
10,628,3102.927579
11,38,1255.235916
11,70,2406.184783
11,319,2053.300757
13,53,3184.427301
13,359,3055.584327
13,605,3062.048922
13,686,3117.317971
13,692,3092.880894
14,469,3168.602545
14,655,3398.413528
15,102,2386.934027
15,359,3155.352250
15,629,3230.846090
16,354,2604.720226
16,537,2503.354726
16,646,2268.366759
17,137,2702.386766
17,365,3345.702628
17,522,2488.545204
18,501,2830.342313
18,540,2747.510200
18,613,2821.223587
18,711,2890.982031
19,741,2411.170397
20,488,2906.681330
20,666,2698.086457
21,300,2506.563969
21,467,2439.349562
22,91,2293.104045
23,63,3086.728787
24,52,1745.127381
24,284,1844.188475
24,457,2038.955418
24,594,2037.278758
24,736,1900.820430
25,165,3025.950755
25,534,2928.511875
26,369,2972.780607
27,741,3142.298296
28,369,2537.127292
29,700,2402.946012
30,118,2059.929063
30,239,2122.613670
30,299,2487.897929
30,314,2282.593135
30,429,2503.264349
30,454,2012.559163
30,572,2522.154356
30,641,2030.444692
31,46,3045.365100
31,538,3063.346704
32,425,1784.454288
33,368,3034.367633
34,156,86.928285
35,94,2913.336978
35,438,3034.674632
35,545,2666.085093
36,41,2671.663484
37,63,2535.247075
37,123,1263.364796
37,133,2015.502285
37,256,2737.399671
37,293,2333.097323
37,342,2596.202697
37,411,1869.755516
37,641,1546.791887
37,683,3380.701517
37,723,2534.525544
38,290,2277.536717
38,353,2762.006002
38,452,2025.825832
38,561,2322.628084
38,599,2782.427115
38,608,2009.856485
38,627,2142.213368
38,718,2227.556609
39,66,2546.212297
39,162,2619.391501
39,165,2804.285725
39,292,2456.221678
40,141,2698.984533
40,217,2328.574878
40,244,2159.167153
40,245,3050.134072
40,273,2346.207659
40,426,2997.695004
40,591,1949.338275
41,191,2227.461789
41,269,2540.517927
41,466,2244.786768
41,468,2805.399208
41,489,2423.013940
41,663,1124.879830
41,732,2486.293422
42,232,2793.753053
42,484,1992.063756
42,521,2364.624070
42,544,2997.051867
42,555,2139.729533
43,204,2856.655598
43,283,2286.936618
43,376,2992.986917
43,455,2076.040945
44,288,2658.540998
44,695,2700.597424
45,671,2323.516675
46,185,2511.562627
46,610,2576.496409
47,575,2603.778205
48,92,2772.307248
49,118,3021.195536
50,488,2805.006596
50,531,2775.180850
51,77,2468.532644
51,118,1983.653523
51,177,1795.338871
51,186,2930.087143
51,266,2372.738993
51,272,2562.918406
51,291,2531.811530
51,390,2260.615404
51,398,3157.439661
52,80,1774.716267
52,503,2238.208281
52,511,2225.486635
52,739,2396.941108
53,179,3157.524851
53,628,3134.191547
54,146,3495.578354
55,253,2601.355478
55,641,2524.414779
56,266,2380.269913
56,474,2653.960612
56,531,2475.660865
56,542,2478.772957
56,667,2325.443588
57,222,3278.557011
57,475,3244.108349
58,117,2975.606122
58,627,2608.486704
59,608,2290.721694
60,627,3751.893484
61,581,2810.734229
61,678,2566.065818
62,150,2299.018238
62,170,2211.221950
62,666,2737.376204
63,271,2645.089152
63,333,2697.552995
63,447,3505.340810
63,464,2441.208757
63,678,2641.044080
64,732,2426.024678
65,401,2921.773019
66,119,1979.840374
66,135,2478.617707
66,184,2968.695927
66,540,2850.814294
67,419,2085.510785
67,704,2567.595142
68,173,2593.459427
69,671,2877.831942
71,634,2523.441164
72,455,1781.945578
73,363,2644.539338
74,92,2117.853779
74,114,2309.161980
74,278,2530.155310
74,292,2398.117250
74,432,2523.217146
75,80,2547.471500
76,121,2935.735071
76,140,2848.594719
76,274,2870.869486
76,508,3043.914302
76,599,2938.270265
76,676,2891.449909
77,350,2631.900869
78,239,2154.488596
78,366,2077.902665
78,506,1943.473792
78,608,1960.239234
79,126,1939.966761
79,199,1948.268341
79,284,2219.240568
79,366,2203.400167
79,634,2119.220027
80,102,2028.461568
80,368,2197.412046
80,514,1995.361991
80,598,2093.144784
80,736,1847.392151
81,107,2257.981221
81,152,2208.528870
81,263,2616.913181
81,281,2770.541154
81,392,2314.595817
81,535,2254.695644
81,575,2438.850664
81,595,2583.344699
81,638,2469.462204
82,529,2676.798813
83,313,2319.176242
84,529,3185.612262
85,123,3001.040751
86,139,3015.647336
86,231,2867.538693
86,431,2762.011380
86,559,2552.923755
86,729,2389.399503
87,640,3117.603493
88,214,2333.155722
88,380,2664.017465
88,391,2537.513699
88,452,2375.469346
89,535,2943.564908
89,668,2931.705736
90,116,2577.822537
90,272,658.481232
91,484,2497.404144
91,633,2464.622488
92,116,2274.186044
92,130,2338.442705
92,162,2245.441557
92,203,2359.973161
92,254,2304.405442
92,313,2061.205178
92,321,2117.625622
92,347,2165.886082
92,391,2305.588091
92,394,2635.819854
92,484,2026.269557
92,486,2024.823944
92,526,2069.806703
92,543,2150.112850
92,553,2067.481132
92,703,2208.197577
92,721,2465.310807
92,736,2056.565842
93,408,2487.683716
94,122,2497.951748
95,484,2227.178658
96,457,2450.568213
96,594,2377.130806
96,656,2489.644377
96,706,2633.284698
96,724,2704.714834
97,641,1936.568332
98,582,1939.340239
98,586,2808.536677
99,287,2294.340910
99,409,2437.752612
99,736,2223.507672
100,334,2186.717051
100,424,2248.713256
101,264,2767.919074
101,274,2991.868781
101,508,3100.363726
101,525,2680.079272
101,628,2680.779194
102,159,1984.096132
102,173,1856.298150
102,264,2288.412755
102,452,1994.589184
102,712,2914.967341
102,729,1910.193005
103,319,3178.861286
103,508,3112.469393
103,538,3093.700776
104,253,3029.795995
104,583,3212.735082
105,625,2595.403440
105,718,2331.760587
105,726,2755.207631
106,129,2708.432412
106,141,2617.131237
106,246,2871.312644
106,300,2707.231169
106,356,2763.131800
107,238,2778.217729
108,484,2468.407769
108,542,2382.999887
108,554,3046.591626
109,390,2310.202614
110,114,2749.981335
111,118,2182.546153
111,373,2586.752668
111,452,2144.909141
111,516,2492.266113
112,688,3106.227507
113,159,2090.792248
114,492,2297.726506
114,536,2586.045733
114,546,2718.597295
114,624,2969.718799
115,242,1134.240959
115,425,1383.859179
116,310,2262.802930
116,727,2388.433329
117,188,3083.194027
118,369,2115.782661
118,370,2252.977587
118,397,2541.359296
118,491,2277.624571
118,667,2386.731288
120,122,2811.767749
120,719,2979.983593
121,141,2899.828633
121,628,3184.035547
122,296,2513.453381
122,317,2733.937313
122,715,2338.467899
123,395,3023.702790
123,567,2593.889600
124,179,2363.518870
124,192,2333.803866
125,263,2424.898507
125,460,2388.995335
126,302,2155.869489
126,623,2267.145545
126,700,1984.668222
126,729,1723.821277
127,220,2046.753130
128,304,3283.407082
128,346,1895.907366
129,428,3205.830984
129,593,2784.671520
130,362,2053.231257
130,578,2780.782193
131,181,2694.306198
131,624,558.039151
132,455,1964.236051
132,600,2812.948853
133,169,2753.410060
133,230,1999.705391
133,241,1989.211063
133,434,2121.833053
133,504,3404.658470
133,616,2933.826809
133,639,3073.342079
134,192,1821.139622
135,197,2407.550108
135,279,2609.234417
135,514,2393.811718
135,536,2652.561336
136,434,2392.460832
136,622,2484.167863
137,180,2467.996768
137,227,2453.870001
137,575,2316.047192
138,416,2518.406883
139,647,2885.279160
140,574,2779.821345
140,575,2432.675680
141,493,2712.088202
141,556,2582.345937
141,605,2830.192326
141,638,2718.968778
141,669,2789.415958
142,351,3027.946902
142,428,2968.595155
143,191,2532.031867
144,380,3133.799654
145,300,3030.281310
146,608,2282.901683
146,738,2741.021533
147,718,2635.229746
148,176,2374.493648
149,318,2551.454620
149,343,2489.805858
149,415,2449.498356
149,625,2510.327993
149,717,2702.472593
150,230,2111.496896
150,476,2421.748416
150,559,2493.734429
151,645,2142.972057
152,174,2371.091067
152,377,2466.653182
152,641,2245.629579
152,676,2633.167747
153,321,2120.240860
154,407,2372.468717
154,456,2586.812582
154,708,2964.469937
155,288,2527.166356
155,678,2278.651722
156,380,2934.017425
157,177,2491.739358
157,180,2567.064304
158,161,2779.015219
158,586,2810.734785
159,455,1769.639130
159,575,1791.525560
160,178,1976.557865
161,593,2757.645019
161,736,2159.798324
162,216,2509.737797
162,318,2300.748281
162,415,2574.020377
162,614,2194.308478
163,597,2311.813190
164,419,2736.703576
165,296,2743.639127
165,520,2816.714033
166,178,2219.977512
166,234,2526.527076
166,269,1963.509309
166,406,2877.177877
166,430,2525.730249
166,484,1995.827907
166,626,2005.426775
166,646,2386.143600
166,654,2960.726847
167,636,2208.568107
167,704,2560.284186
168,391,2529.887281
168,542,2219.652575
168,622,2350.705951
169,574,2768.753124
170,608,1982.064484
171,368,2235.024886
171,622,2107.403613
171,736,2132.532170
172,498,2616.288350
172,692,2732.104494
173,213,2421.742817
173,285,2381.154242
173,396,2659.600667
173,505,2703.787731
173,601,2520.702039
173,645,2143.597742
173,711,2769.776207
173,736,1902.621384
174,241,2672.858805
174,558,2506.123089
175,515,3387.982537
175,671,2309.596728
175,718,2288.951876
176,220,2100.833561
176,387,2495.753727
176,543,1983.276901
176,635,1493.325792
176,680,2244.152214
177,226,2204.616028
177,449,2141.755407
177,452,1961.275436
177,597,2070.311121
178,242,963.251979
178,270,1403.264778
178,493,2635.682310
178,591,1844.620027
178,632,2507.653226
178,665,2258.860559
179,196,3071.726581
179,235,2821.233856
179,366,1963.233223
179,442,2408.906160
179,452,2124.029014
179,491,2141.818078
179,568,2491.574747
179,728,2647.558104
180,207,2272.151496
181,197,2777.133868
181,646,2604.761097
181,664,2863.123570
182,575,3064.030596
183,347,2081.456766
183,354,2522.479986
183,592,2210.097868
183,658,2373.412501
183,698,2450.985757
184,304,3274.252125
184,628,3067.593688
185,220,2446.784993
187,230,3011.168551
187,599,2876.490401
188,236,2950.739483
188,342,2997.978646
189,277,2469.127492
190,203,2915.721391
190,433,2997.115650
190,521,2958.147878
191,344,1850.950937
191,537,1691.574902
191,610,2637.791260
191,617,2269.988484
191,646,2475.146627
192,220,1668.097336
192,424,1873.107709
192,446,1697.195276
192,455,1497.071072
192,537,1271.921319
192,543,1955.738853
192,622,2170.513382
192,729,1847.524404
192,736,1950.252047
193,599,3024.853910
194,718,2352.375355
195,404,2489.125122
197,371,2669.052225
197,526,2591.188046
197,594,2642.224848
197,621,2746.593960
198,622,2746.302113
199,227,2473.252740
199,259,2161.763508
199,482,2590.860537
199,598,2105.213856
199,608,2074.030918
200,718,2786.899117
201,259,2801.935051
202,230,2441.977317
202,599,2839.914991
203,296,2457.968284
203,340,2474.921043
203,407,2421.248205
203,449,2511.667053
204,341,2960.592462
205,526,1949.130377
205,592,2170.296185
206,284,1955.229314
206,375,2120.955789
206,445,1851.341731
206,446,1828.944093
206,478,1424.234885
207,331,2094.698631
207,399,2004.444690
207,411,1884.901141
207,448,2939.319138
207,502,2812.415565
207,590,2400.786719
208,484,2359.451429
209,622,2225.533643
210,334,2018.154254
210,700,2063.756251
211,294,3013.033627
211,408,2434.959080
211,419,2311.542969
211,484,2243.008655
211,488,2313.607123
211,572,2455.725452
211,611,2516.949842
211,714,2528.041848
212,491,2579.649974
212,615,3006.039632
214,364,2929.887066
214,532,2955.717389
214,601,2618.642034
214,640,2613.214418
214,707,2501.123934
214,718,2407.814867
215,384,2752.197129
215,650,2679.799475
215,675,2707.104646
216,254,2510.248010
216,453,3184.822616
218,667,2460.905502
219,459,1876.916612
219,491,2402.661682
219,696,2411.645065
219,699,1673.994317
220,248,1919.185054
220,251,2123.346458
220,479,2839.725806
220,700,1974.588832
221,273,2478.188445
221,341,2336.496935
221,392,2373.096065
221,558,2499.281541
222,667,2930.214214
223,568,1615.635236
223,700,2549.663452
224,261,2050.477661
224,300,2076.132062
225,274,2943.598417
225,427,2565.846711
225,562,2935.862216
225,691,2689.996495
226,575,2324.315244
226,627,2350.048667
227,293,2529.651717
227,322,2408.653474
227,388,2507.272011
228,331,2453.567938
228,531,2580.300533
228,627,2323.968320
228,707,2584.356716
228,726,2753.803535
229,669,3042.902259
232,624,3006.066753
232,651,3026.695301
232,704,2771.779284
233,278,2538.764288
235,337,2960.014578
235,733,2770.935042
236,718,2704.684130
237,355,2426.045752
237,366,2201.227104
237,461,2355.080080
237,700,2046.691784
238,600,2853.510447
238,676,2663.869467
239,261,2154.951481
239,276,2685.467853
239,310,2210.919585
239,524,2562.261325
240,321,2210.582478
240,350,2622.818240
241,242,1940.829762
241,585,2713.753442
242,411,1789.181957
242,455,1196.478554
242,523,1492.354614
242,608,1808.107705
243,434,2109.442181
246,570,2872.854368
246,715,2694.722280
247,280,2645.371495
247,535,2184.746633
248,361,1311.860533
248,473,3340.365559
248,731,2496.315150
249,603,3236.174820
249,622,2725.658850
249,637,2706.823512
250,271,2610.225905
251,598,2105.649677
252,622,2878.042882
253,374,2470.366296
254,316,2487.716107
254,349,2167.234249
254,443,2900.889490
254,614,2370.626574
255,335,3005.213545
255,585,2667.300240
255,737,2762.332149
257,407,3127.339715
257,672,181.035081
258,368,2643.643177
259,330,2470.511575
260,321,2359.624215
260,400,1846.434644
261,289,2288.435053
261,316,2609.620934
261,324,2498.682553
261,421,3025.633086
261,465,2415.152675
261,596,2399.499091
261,608,1983.912257
261,680,2132.117231
262,407,2976.916484
262,438,3142.921606
264,337,2967.338268
264,692,2683.308980
265,446,2096.255069
265,571,2085.336925
265,598,1906.089414
266,321,2199.620168
266,386,2856.222480
266,484,1855.965370
266,553,2326.384842
266,675,2407.147484
267,278,2604.249947
268,357,2529.808537
268,372,1139.362517
268,404,2507.297626
268,592,2237.545126
269,348,2920.825915
269,557,3347.277354
270,320,2228.699859
270,329,2136.121380
270,352,2196.168277
270,360,2654.023412
270,575,1708.843859
271,407,2324.537854
273,647,2610.226244
274,337,2842.643498
274,435,3036.203972
274,465,2833.412423
274,538,3080.918578
274,689,3230.282322
275,575,2291.397824
277,714,2409.930444
277,740,2410.299631
278,318,2378.244571
278,530,2532.872608
278,579,2409.973291
278,594,2175.604006
278,679,2931.443990
279,301,3037.747148
279,629,3223.362151
279,656,2713.939293
280,389,2751.006983
280,585,1113.583715
282,604,2995.827103
284,614,1678.819573
285,401,2435.776405
285,520,2716.694506
286,534,3308.544288
288,292,2503.653591
288,339,2739.487757
288,391,2320.658952
288,693,2574.692347
288,697,2816.639003
289,553,2313.359085
292,492,2381.231640
292,539,2378.202159
295,462,3518.369395
296,542,2317.274320
296,569,2465.652873
296,648,2453.446514
296,691,2488.717015
296,718,2374.674006
297,434,3042.049885
298,425,2280.394288
298,549,2351.237958
298,652,2646.920128
298,722,2980.135038
