1,23,2.57311
2,10,0.12052538
3,6,2.6691637
3,22,1.9855319
3,24,1.840051
3,31,2.2300684
4,27,0.4302021
4,35,2.236672
5,6,2.642664
5,16,0.47604993
6,10,0.44233862
6,26,2.5881906
6,50,2.767572
7,22,2.565086
8,39,0.26308528
8,49,0.21717486
9,15,1.78774
9,22,1.721562
9,24,1.879982
9,33,1.8983089
9,44,1.4900078
9,55,1.8758259
11,32,2.236665
11,59,2.048548
12,38,3.4322615
12,53,3.5180233
13,23,2.1361651
13,36,0.91355324
13,44,2.0651617
13,59,2.0306113
14,29,2.2384005
15,49,1.8322644
16,30,2.0847814
16,42,1.8554934
16,48,0.9158053
17,27,2.0172255
18,23,1.9731629
18,35,2.5080132
19,24,2.3429296
19,28,0.5231605
19,37,2.114162
19,48,2.6987805
20,50,0.3681835
21,40,1.8470945
21,55,0.25549385
22,46,2.0973144
23,32,2.3475945
23,48,2.4764578
24,58,1.4324385
25,44,1.1854745
25,47,0.22310126
25,59,2.3478708
26,42,2.6764512
27,43,2.6999197
29,38,2.256288
30,59,2.0257738
31,32,1.8434811
31,38,2.9264722
31,45,1.9759487
32,51,2.0112028
32,56,2.34347
34,37,0.5116591
34,54,0.5293221
35,53,3.1289575
37,55,1.9932595
39,43,2.392603
40,41,0.42561996
43,57,3.7123373
43,59,2.4926252
44,58,1.8901366
46,52,3.461483
47,51,0.11938052
55,58,1.6046845
