1,46,0.1887
1,47,0.2548
1,90,0.2457
2,46,0.2712
2,47,0.1797
2,48,0.3140
3,47,0.3001
3,48,0.1500
3,49,0.2636
4,49,0.1084
4,50,0.2348
5,49,0.2262
5,50,0.1108
5,51,0.1991
6,50,0.1947
6,51,0.0934
6,52,0.1785
7,51,0.1753
7,52,0.0941
7,53,0.1520
8,52,0.1649
8,53,0.0745
8,54,0.1437
9,53,0.1398
9,54,0.0535
9,55,0.1397
10,54,0.1351
10,55,0.0667
10,56,0.1369
11,55,0.1247
11,56,0.0681
12,56,0.1264
12,57,0.0778
12,58,0.1312
13,58,0.0609
13,59,0.1390
14,58,0.1292
14,59,0.0728
14,60,0.1324
15,59,0.1484
15,60,0.0875
15,61,0.1510
16,60,0.1543
16,61,0.0970
16,62,0.1303
17,62,0.0639
17,63,0.1519
18,62,0.1439
18,63,0.0757
18,64,0.1660
19,63,0.1490
19,64,0.0749
19,65,0.1593
20,64,0.1531
20,65,0.0824
21,65,0.1538
21,66,0.0941
22,23,0.2202
22,66,0.1928
22,67,0.1181
23,45,0.4099
23,68,0.1152
23,69,0.2198
24,68,0.1936
24,69,0.1186
24,70,0.2059
25,47,0.4072
25,69,0.2153
25,70,0.0881
25,71,0.1965
26,70,0.2026
26,71,0.0958
27,71,0.1706
27,72,0.0794
28,72,0.1582
28,73,0.0784
28,74,0.1579
29,74,0.0669
29,75,0.1444
30,74,0.1385
30,75,0.0623
31,75,0.1333
31,76,0.0787
32,33,0.1345
32,76,0.1337
32,77,0.0754
33,78,0.0727
33,79,0.1259
34,79,0.0764
34,80,0.1434
35,79,0.1278
35,80,0.0770
35,81,0.1474
36,80,0.1342
36,81,0.0649
36,82,0.1460
37,81,0.1282
37,82,0.0734
37,83,0.1546
38,82,0.1462
38,83,0.0726
38,84,0.1581
39,83,0.1422
39,84,0.0722
39,85,0.1604
40,84,0.1553
40,85,0.0817
40,86,0.1938
41,85,0.1739
41,86,0.0902
41,87,0.2171
42,86,0.2048
42,87,0.1064
43,87,0.2178
43,88,0.0979
44,88,0.2455
44,89,0.1234
45,90,0.2069
67,68,0.2115
68,90,0.4092
89,90,0.2937
